provider_number,location_number,application_type,county,facility_name,facility_number,line_address_1,line_address_2,city,zip_code,contact_name,contact_phone,licensed_date,capacity,from_age,to_age,hours,months,full_time,star_level,search_link
6000559576,1,LICENSED FAMILY,22. GRANT,HUG A BUNCH DAYCARE,1005474,1040 N Water St,NA,Platteville,53818,"CLAYTON, LYNETTE",608-348-3260,12/26/1999,8,"0 Year(s), 0 Month(s), 6 Week(s)","12 Year(s), 11 Month(s), 0 Week(s)",07:00 AM-06:00 PM,Jan-Dec,Y,Unknown,https://childcarefinder.wisconsin.gov/ProviderDetails?ProviderNumber=6000559576&LocationNumber=1
6000559586,1,LICENSED FAMILY,22. GRANT,LENZ FAMILY DAY CARE CENTER,131097,206 E Linden St,NA,Lancaster,53813,"LENZ, CARLA",608-723-7064,01/02/2000,7,"0 Year(s), 0 Month(s), 6 Week(s)","12 Year(s), 11 Month(s), 0 Week(s)",06:00 AM-05:00 PM,Jan-Dec,Y,Unknown,https://childcarefinder.wisconsin.gov/ProviderDetails?ProviderNumber=6000559586&LocationNumber=1
6000559616,1,LICENSED GROUP,13. DANE,KIDS EXPRESS LEARNING CENTER,120775,3276 S High Point Rd,NA,Madison,53719,"DAHL, SANDRA S",608-845-3245,06/23/2002,227,"0 Year(s), 0 Month(s), 6 Week(s)","13 Year(s), 11 Month(s), 0 Week(s)",06:00 AM-06:00 PM,Jan-Dec,Y,5 Stars,https://childcarefinder.wisconsin.gov/ProviderDetails?ProviderNumber=6000559616&LocationNumber=1
6000559666,1,LICENSED FAMILY,49. PORTAGE,DREAMLAND DAYCARE,1006952,2924 Lampman Dr,NA,Stevens Point,54481,"NOWICKI, BETTINA",715-342-2668,04/18/2003,8,"0 Year(s), 0 Month(s), 1 Week(s)","12 Year(s), 11 Month(s), 0 Week(s)",06:30 AM-06:30 PM,Jan-Dec,Y,Unknown,https://childcarefinder.wisconsin.gov/ProviderDetails?ProviderNumber=6000559666&LocationNumber=1
6000559706,1,LICENSED FAMILY,49. PORTAGE,HEIDIS FAMILY CHILD CARE CENTER,1006465,2916 Bush St,NA,Stevens Point,54481,"GLODOWSKI, HEIDI A",715-344-2313,04/15/2003,8,"0 Year(s), 0 Month(s), 2 Week(s)","12 Year(s), 11 Month(s), 0 Week(s)",06:00 AM-06:00 PM,Jan-Dec,Y,2 Stars,https://childcarefinder.wisconsin.gov/ProviderDetails?ProviderNumber=6000559706&LocationNumber=1
6000560066,1,LICENSED FAMILY,69. WAUSHARA,LOR'S KINDER KARE,430916,330 E Main St,NA,Coloma,54930,"KENDL, LORI A",715-340-9260,12/03/2002,8,"0 Year(s), 0 Month(s), 6 Week(s)","12 Year(s), 11 Month(s), 0 Week(s)",05:00 AM-05:00 PM,Jan-Dec,Y,3 Stars,https://childcarefinder.wisconsin.gov/ProviderDetails?ProviderNumber=6000560066&LocationNumber=1
6000560196,1,LICENSED GROUP,40. MILWAUKEE,WAUWATOSA DAY CARE AND LRNG CTR 6,220505,822 Glenview Ave,NA,Wauwatosa,53213,"RAGETH, DANIELLE",414-479-3050,08/19/2001,78,"1 Year(s), 0 Month(s), 0 Week(s)","11 Year(s), 0 Month(s), 0 Week(s)",06:30 AM-06:00 PM,Jan-Dec,Y,5 Stars,https://childcarefinder.wisconsin.gov/ProviderDetails?ProviderNumber=6000560196&LocationNumber=1
6000560196,4,LICENSED GROUP,40. MILWAUKEE,WAUWATOSA DAY CARE AND LRNG CTR 1,220499,11132 W Potter Rd,NA,Wauwatosa,53213,"HERRING, CONNIE",414-476-8824,10/14/2002,61,"1 Year(s), 0 Month(s), 0 Week(s)","12 Year(s), 11 Month(s), 0 Week(s)",06:30 AM-06:00 PM,Jan-Dec,Y,5 Stars,https://childcarefinder.wisconsin.gov/ProviderDetails?ProviderNumber=6000560196&LocationNumber=4
6000560196,5,LICENSED GROUP,40. MILWAUKEE,WAUWATOSA DAY CARE AND LRNG CTR 11,1003396,530 N 103rd St,NA,Wauwatosa,53213,"DORENBOS, HEATHER",414-475-7820,11/13/2000,47,"0 Year(s), 0 Month(s), 6 Week(s)","7 Year(s), 0 Month(s), 0 Week(s)",06:00 AM-06:00 PM,Jan-Dec,Y,5 Stars,https://childcarefinder.wisconsin.gov/ProviderDetails?ProviderNumber=6000560196&LocationNumber=5
6000560196,6,LICENSED GROUP,40. MILWAUKEE,WAUWATOSA DAY CARE AND LRNG CTR 3,220502,9925 W Glendale Ave,NA,Wauwatosa,53213,"THERES, ASHLEY",414-462-9890,10/14/2002,30,"4 Year(s), 0 Month(s), 0 Week(s)","11 Year(s), 11 Month(s), 0 Week(s)",06:30 AM-06:00 PM,Jan-Dec,-,2 Stars,https://childcarefinder.wisconsin.gov/ProviderDetails?ProviderNumber=6000560196&LocationNumber=6
6000560196,7,LICENSED GROUP,40. MILWAUKEE,WAUWATOSA DAY CARE AND LRNG CTR 8,220576,2435 N 89th St,NA,Wauwatosa,53213,"THERES, ASHLEY",414-479-3043,03/11/1999,56,"4 Year(s), 0 Month(s), 0 Week(s)","11 Year(s), 0 Month(s), 0 Week(s)",06:30 AM-06:00 PM,Jan-Dec,-,2 Stars,https://childcarefinder.wisconsin.gov/ProviderDetails?ProviderNumber=6000560196&LocationNumber=7
6000560196,8,LICENSED GROUP,40. MILWAUKEE,WAUWATOSA DAY CARE AND LEARNING CTR10,1000220,2166 N 68th St,NA,Wauwatosa,53213,"THERES, ASHLEY",414-479-3050,03/11/1999,40,"4 Year(s), 0 Month(s), 0 Week(s)","11 Year(s), 11 Month(s), 0 Week(s)",06:30 AM-06:00 PM,Jan-Dec,-,2 Stars,https://childcarefinder.wisconsin.gov/ProviderDetails?ProviderNumber=6000560196&LocationNumber=8
6000560196,9,LICENSED GROUP,40. MILWAUKEE,WAUWATOSA DC AND LEARNING CTR12,1004435,1741 Wauwatosa Ave,NA,Wauwatosa,53213,"KRAUSE, MARY BETH",414-476-1210,08/27/2001,30,"4 Year(s), 0 Month(s), 0 Week(s)","11 Year(s), 11 Month(s), 0 Week(s)",06:30 AM-06:00 PM,Jan-Dec,-,2 Stars,https://childcarefinder.wisconsin.gov/ProviderDetails?ProviderNumber=6000560196&LocationNumber=9
6000560196,11,LICENSED GROUP,40. MILWAUKEE,WAUWATOSA DC AND LRNG CTR - ST JUDE,1014447,800 Glenview,NA,Wauwatosa,53213,"RAGETH, DANIELLE",414-479-3050,06/12/2009,55,"4 Year(s), 0 Month(s), 0 Week(s)","11 Year(s), 11 Month(s), 0 Week(s)",06:30 AM-06:00 PM,Jan-Dec,Y,Unknown,https://childcarefinder.wisconsin.gov/ProviderDetails?ProviderNumber=6000560196&LocationNumber=11
6000560196,12,LICENSED GROUP,40. MILWAUKEE,WAUWATOSA DC AND LRNG CTR-MAPLE TER,1014567,6927 Maple Terrace,NA,Wauwatosa,53213,"THERES, ASHLEY",414-479-3043,09/01/2009,35,"4 Year(s), 0 Month(s), 0 Week(s)","11 Year(s), 11 Month(s), 0 Week(s)",06:30 AM-06:00 PM,Jan-Dec,Y,2 Stars,https://childcarefinder.wisconsin.gov/ProviderDetails?ProviderNumber=6000560196&LocationNumber=12
6000560196,13,LICENSED GROUP,40. MILWAUKEE,WAUWATOSA DC & LRNG CTR - CHRST KNG,1015466,2646 N Swan Blvd,NA,Wauwatosa,53213,"KRAUSE, MARY",414-727-1065,08/30/2010,58,"3 Year(s), 0 Month(s), 0 Week(s)","11 Year(s), 0 Month(s), 0 Week(s)",06:30 AM-06:00 PM,Jan-Dec,Y,5 Stars,https://childcarefinder.wisconsin.gov/ProviderDetails?ProviderNumber=6000560196&LocationNumber=13
6000560196,14,LICENSED GROUP,40. MILWAUKEE,WAUWATOSA DAY CARE AND LEARNING CENTER,2001927,12121 W North Ave,NA,Wauwatosa,53213,"THERES, ASHLEY",414-479-3050,09/02/2014,30,"5 Year(s), 0 Month(s), 0 Week(s)","11 Year(s), 0 Month(s), 0 Week(s)",06:30 AM-08:30 AM,Jan-Dec,Y,2 Stars,https://childcarefinder.wisconsin.gov/ProviderDetails?ProviderNumber=6000560196&LocationNumber=14
6000560206,1,LICENSED FAMILY,05. BROWN,SPECIALLY FOR YOU FAMILY CHILD CARE,430324,2221 Deckner Ave,NA,Green Bay,54302,"STEFANEK, JEAN M",920-465-0129,11/03/2002,8,"0 Year(s), 0 Month(s), 0 Week(s)","12 Year(s), 11 Month(s), 0 Week(s)",07:00 AM-05:00 PM,Jan-Dec,Y,Unknown,https://childcarefinder.wisconsin.gov/ProviderDetails?ProviderNumber=6000560206&LocationNumber=1
6000560216,1,LICENSED CAMP,05. BROWN,GREATER GREEN BAY YMCA KIDS CAMP,440012,601 Cardinal Ln,NA,Green Bay,54313,"MANCHESKI, DENISE",920-436-9622,11/03/2002,90,"5 Year(s), 0 Month(s), 0 Week(s)","10 Year(s), 11 Month(s), 0 Week(s)",07:00 AM-06:00 PM,Jun-Aug,-,2 Stars,https://childcarefinder.wisconsin.gov/ProviderDetails?ProviderNumber=6000560216&LocationNumber=1
6000560216,3,LICENSED GROUP,05. BROWN,YMCA SCH AGE - HERITAGE SCHOOL,420750,1250 Swan Rd,NA,De Pere,54313,"BYKOSKI, CONNIE",920-337-1035,08/01/1997,50,"5 Year(s), 0 Month(s), 0 Week(s)","12 Year(s), 11 Month(s), 0 Week(s)",12:45 PM-06:00 PM,Sep-Jun,-,2 Stars,https://childcarefinder.wisconsin.gov/ProviderDetails?ProviderNumber=6000560216&LocationNumber=3
6000560216,4,LICENSED GROUP,05. BROWN,YMCA SCH AGE - CALVARY CH,420616,1301 S Ridge Rd,NA,Green Bay,54313,"BYKOSKI, CONNIE",920-494-2431,07/01/1997,64,"5 Year(s), 0 Month(s), 0 Week(s)","12 Year(s), 11 Month(s), 0 Week(s)",06:30 AM-06:00 PM,Jan-Dec,-,3 Stars,https://childcarefinder.wisconsin.gov/ProviderDetails?ProviderNumber=6000560216&LocationNumber=4
6000560216,6,LICENSED GROUP,05. BROWN,YMCA SCH AGE - WILDER SCHOOL,420529,2590 Robinson Ave,NA,Green Bay,54313,"BYKOSKI, CONNIE",920-391-2460,09/01/1997,34,"5 Year(s), 0 Month(s), 0 Week(s)","12 Year(s), 11 Month(s), 0 Week(s)",12:45 PM-06:00 PM,Sep-Jun,-,2 Stars,https://childcarefinder.wisconsin.gov/ProviderDetails?ProviderNumber=6000560216&LocationNumber=6
6000560216,7,LICENSED GROUP,05. BROWN,YMCA SCH AGE - BAIRD,420429,539 Laverne Dr,NA,Green Bay,54313,"BYKOSKI, CONNIE",920-391-2410,10/01/1996,25,"5 Year(s), 0 Month(s), 0 Week(s)","12 Year(s), 11 Month(s), 0 Week(s)",07:00 AM-06:00 PM,Sep-Jun,-,2 Stars,https://childcarefinder.wisconsin.gov/ProviderDetails?ProviderNumber=6000560216&LocationNumber=7
6000560216,9,LICENSED GROUP,05. BROWN,YMCA SCH AGE - RED SMITH,1001701,2765 Sussex,NA,Green Bay,54313,"BYKOSKI, CONNIE",920-391-2425,09/01/1999,36,"5 Year(s), 0 Month(s), 0 Week(s)","12 Year(s), 11 Month(s), 0 Week(s)",12:30 PM-06:00 PM,Sep-Jun,-,2 Stars,https://childcarefinder.wisconsin.gov/ProviderDetails?ProviderNumber=6000560216&LocationNumber=9
6000560216,10,LICENSED GROUP,05. BROWN,YMCA SCH AGE - LANGLADE,1000088,400 Broadview Dr,NA,Green Bay,54313,"BYKOSKI, CONNIE",920-337-2370,09/01/1998,65,"5 Year(s), 0 Month(s), 0 Week(s)","12 Year(s), 11 Month(s), 0 Week(s)",06:30 AM-06:00 PM,Jan-Dec,-,2 Stars,https://childcarefinder.wisconsin.gov/ProviderDetails?ProviderNumber=6000560216&LocationNumber=10
6000560216,11,LICENSED GROUP,05. BROWN,YMCA SCH AGE - ALDO LEOPOLD,420370,622 Eliza St,NA,Green Bay,54313,"BYKOSKI, CONNIE",920-448-2140,10/01/1996,50,"5 Year(s), 0 Month(s), 0 Week(s)","12 Year(s), 11 Month(s), 0 Week(s)",01:00 PM-06:00 PM,Sep-Jun,-,2 Stars,https://childcarefinder.wisconsin.gov/ProviderDetails?ProviderNumber=6000560216&LocationNumber=11
6000560216,13,LICENSED GROUP,05. BROWN,YMCA SCH AGE - WEST SIDE,420368,601 Cardinal La,NA,Green Bay,54313,"BYKOSKI, CONNIE",920-436-9675,08/01/1997,90,"5 Year(s), 0 Month(s), 0 Week(s)","12 Year(s), 11 Month(s), 0 Week(s)",06:30 AM-06:00 PM,Jan-Dec,-,3 Stars,https://childcarefinder.wisconsin.gov/ProviderDetails?ProviderNumber=6000560216&LocationNumber=13
6000560216,14,LICENSED GROUP,05. BROWN,YMCA SCH AGE - VALLEY VIEW,420160,2200 True Ln,NA,Green Bay,54313,"BYKOSKI, CONNIE",920-492-2930,10/01/1996,50,"5 Year(s), 0 Month(s), 0 Week(s)","12 Year(s), 11 Month(s), 0 Week(s)",07:00 AM-06:00 PM,Sep-Jun,-,2 Stars,https://childcarefinder.wisconsin.gov/ProviderDetails?ProviderNumber=6000560216&LocationNumber=14
6000560216,15,LICENSED GROUP,05. BROWN,YMCA SCH AGE - ST MATTHEW,420158,2575 S Webster St,NA,Green Bay,54313,"BYKOSKI, CONNIE",920-432-5223,10/01/1997,34,"5 Year(s), 0 Month(s), 0 Week(s)","12 Year(s), 11 Month(s), 0 Week(s)",12:30 PM-06:00 PM,Sep-Jun,-,2 Stars,https://childcarefinder.wisconsin.gov/ProviderDetails?ProviderNumber=6000560216&LocationNumber=15
6000560216,16,LICENSED GROUP,05. BROWN,YMCA SCH AGE - PIONEER SCHOOL,420154,1360 Ponderosa Ave,NA,Green Bay,54313,"BYKOSKI, CONNIE",920-492-2920,10/01/1996,45,"5 Year(s), 0 Month(s), 0 Week(s)","12 Year(s), 11 Month(s), 0 Week(s)",11:00 AM-06:00 PM,Sep-Jun,-,2 Stars,https://childcarefinder.wisconsin.gov/ProviderDetails?ProviderNumber=6000560216&LocationNumber=16
6000560216,17,LICENSED GROUP,05. BROWN,YMCA SCH AGE - DICKINSON,420152,435 S Washington St,NA,De Pere,54313,"BYKOSKI, CONNIE",920-337-1027,10/01/1997,50,"5 Year(s), 0 Month(s), 0 Week(s)","12 Year(s), 11 Month(s), 0 Week(s)",12:45 PM-06:00 PM,Sep-Jun,-,2 Stars,https://childcarefinder.wisconsin.gov/ProviderDetails?ProviderNumber=6000560216&LocationNumber=17
6000560216,18,LICENSED GROUP,05. BROWN,YMCA DOWNTOWN,420131,235 N Jefferson St,NA,Green Bay,54313,"BYKOSKI, CONNIE",920-436-9635,09/01/1996,65,"5 Year(s), 0 Month(s), 0 Week(s)","12 Year(s), 11 Month(s), 0 Week(s)",06:30 AM-06:00 PM,Jan-Dec,Y,3 Stars,https://childcarefinder.wisconsin.gov/ProviderDetails?ProviderNumber=6000560216&LocationNumber=18
6000560216,24,LICENSED GROUP,05. BROWN,YMCA SCH AGE - WESTWOOD,1004405,1155 Westwood St,NA,De Pere,54313,"BYKOSKI, CONNIE",920-337-1087,08/29/2001,34,"5 Year(s), 0 Month(s), 0 Week(s)","12 Year(s), 11 Month(s), 0 Week(s)",07:00 AM-06:00 PM,Sep-Jun,-,2 Stars,https://childcarefinder.wisconsin.gov/ProviderDetails?ProviderNumber=6000560216&LocationNumber=24
6000560216,33,LICENSED GROUP,05. BROWN,YMCA SCH AGE - HEMLOCK CREEK SCHOOL,1012223,1900 Williams Grant Dr,NA,De Pere,54313,"BYKOSKI, CONNIE",920-425-1900,09/04/2007,34,"5 Year(s), 0 Month(s), 0 Week(s)","12 Year(s), 11 Month(s), 0 Week(s)",07:00 AM-06:00 PM,Sep-Jun,-,2 Stars,https://childcarefinder.wisconsin.gov/ProviderDetails?ProviderNumber=6000560216&LocationNumber=33
6000560216,34,LICENSED GROUP,05. BROWN,YMCA SCH AGE - SUSIE C ALTMAYER,1012224,3001 Ryan Rd,NA,De Pere,54313,"BYKOSKI, CONNIE",920-338-1894,09/04/2007,36,"5 Year(s), 0 Month(s), 0 Week(s)","12 Year(s), 11 Month(s), 0 Week(s)",12:30 PM-06:00 PM,Sep-Jun,-,2 Stars,https://childcarefinder.wisconsin.gov/ProviderDetails?ProviderNumber=6000560216&LocationNumber=34
6000560216,35,LICENSED GROUP,05. BROWN,YMCA SCH AGE - WEQUIOCK SCHOOL,1012225,3994 Wequiock Rd,NA,Green Bay,54313,"BYKOSKI, CONNIE",920-448-2477,09/04/2007,25,"5 Year(s), 0 Month(s), 0 Week(s)","12 Year(s), 11 Month(s), 0 Week(s)",06:45 AM-09:00 AM,Sep-Jun,-,2 Stars,https://childcarefinder.wisconsin.gov/ProviderDetails?ProviderNumber=6000560216&LocationNumber=35
6000560216,36,LICENSED GROUP,05. BROWN,YMCA SCH AGE - WEBSTER,1012892,2101 S Webster Ave,NA,Green Bay,54313,"BYKOSKI, CONNIE",920-448-2143,06/11/2008,60,"5 Year(s), 0 Month(s), 0 Week(s)","12 Year(s), 11 Month(s), 0 Week(s)",07:00 AM-06:00 PM,Jun-Aug,-,2 Stars,https://childcarefinder.wisconsin.gov/ProviderDetails?ProviderNumber=6000560216&LocationNumber=36
6000560216,37,LICENSED CAMP,05. BROWN,KAMP KERMIT - EAST SIDE,1011560,1740 S Huron Rd,NA,Green Bay,54313,"MARQUARDT, HEIDI",920-436-1200,06/11/2007,24,"4 Year(s), 0 Month(s), 0 Week(s)","6 Year(s), 11 Month(s), 0 Week(s)",08:30 AM-12:30 PM,Jun-Aug,-,Unknown,https://childcarefinder.wisconsin.gov/ProviderDetails?ProviderNumber=6000560216&LocationNumber=37
6000560216,38,LICENSED GROUP,05. BROWN,YMCA SCH AGE - MARTIN,1015990,626 Pinehurst Ave,NA,Green Bay,54313,"BYKOSKI, CONNIE",920-391-2405,08/31/2011,30,"5 Year(s), 0 Month(s), 0 Week(s)","12 Year(s), 11 Month(s), 0 Week(s)",07:00 AM-10:00 AM,Sep-Jun,-,2 Stars,https://childcarefinder.wisconsin.gov/ProviderDetails?ProviderNumber=6000560216&LocationNumber=38
6000560216,39,LICENSED GROUP,05. BROWN,YMCA SCH AGE - CHAPPELL,2000777,205 N Fisk St,NA,Green Bay,54313,"BYKOSKI, CONNIE",920-492-2630,08/30/2012,30,"5 Year(s), 0 Month(s), 0 Week(s)","12 Year(s), 11 Month(s), 0 Week(s)",07:00 AM-10:00 AM,Sep-Jun,-,2 Stars,https://childcarefinder.wisconsin.gov/ProviderDetails?ProviderNumber=6000560216&LocationNumber=39
6000560216,40,LICENSED GROUP,05. BROWN,YMCA - MEADOWBROOK,2001654,720 Hillcrest Hts,NA,Green Bay,54313,"BYKOSKI, CONNIE",920-436-9675,06/16/2014,60,"5 Year(s), 0 Month(s), 0 Week(s)","12 Year(s), 11 Month(s), 0 Week(s)",07:00 AM-06:00 PM,Jun-Aug,-,2 Stars,https://childcarefinder.wisconsin.gov/ProviderDetails?ProviderNumber=6000560216&LocationNumber=40
6000560296,1,LICENSED FAMILY,67. WAUKESHA,KIDDIE KARE FAMILY DAY CARE,235126,323 State St,NA,Dousman,53118,"SOVA-WAITE, ANNE Y",262-965-3674,09/01/2002,8,"0 Year(s), 0 Month(s), 4 Week(s)","11 Year(s), 11 Month(s), 0 Week(s)",06:30 AM-06:00 PM,Jan-Dec,Y,2 Stars,https://childcarefinder.wisconsin.gov/ProviderDetails?ProviderNumber=6000560296&LocationNumber=1
6000560906,1,LICENSED FAMILY,14. DODGE,ALL TENDER HEARTS FAMILY CHILD CARE,131771,W9317 Cty D,NA,Beaver Dam,53916,"DRAEGER, HEATHER",920-885-3186,11/09/2002,8,"0 Year(s), 0 Month(s), 2 Week(s)","5 Year(s), 11 Month(s), 0 Week(s)",04:30 AM-04:30 PM,Jan-Dec,Y,Unknown,https://childcarefinder.wisconsin.gov/ProviderDetails?ProviderNumber=6000560906&LocationNumber=1
6000561006,1,LICENSED GROUP,51. RACINE,MOTHER'S DAY OUT PRSCHL AND CC CENTER,225129,212 11th St,NA,Racine,53403,"HALSTEAD, MICHELLE",262-632-7311,10/21/2001,62,"0 Year(s), 0 Month(s), 1 Week(s)","5 Year(s), 11 Month(s), 0 Week(s)",06:30 AM-06:00 PM,Jan-Dec,Y,Unknown,https://childcarefinder.wisconsin.gov/ProviderDetails?ProviderNumber=6000561006&LocationNumber=1
6000561016,1,LICENSED GROUP,51. RACINE,ST PETERS RAINBOW PRESCHOOL,225208,145 S 6th St,NA,Waterford,53185-4441,"TRIEGLAFF, KIMBERLY",262-534-6066,08/28/1997,30,"2 Year(s), 0 Month(s), 0 Week(s)","11 Year(s), 11 Month(s), 0 Week(s)",06:00 AM-06:00 PM,Jan-Dec,Y,3 Stars,https://childcarefinder.wisconsin.gov/ProviderDetails?ProviderNumber=6000561016&LocationNumber=1
6000561026,1,LICENSED FAMILY,49. PORTAGE,MS TARIS PLACE,630347,5306 Carols Ln,NA,Stevens Point,54481,"WALLNER, TARI JO",715-341-7750,11/03/2002,8,"0 Year(s), 0 Month(s), 6 Week(s)","12 Year(s), 11 Month(s), 0 Week(s)",06:00 AM-06:00 PM,Jan-Dec,Y,Unknown,https://childcarefinder.wisconsin.gov/ProviderDetails?ProviderNumber=6000561026&LocationNumber=1
6000561096,1,LICENSED GROUP,10. CLARK,ZION LUTHERAN EARLY CHILDHOOD CTR,520437,301 N 2nd St,NA,Colby,54421,"FROME, LORI",715-223-2166,09/01/2002,65,"0 Year(s), 0 Month(s), 6 Week(s)","12 Year(s), 11 Month(s), 0 Week(s)",06:00 AM-06:00 PM,Jan-Dec,Y,2 Stars,https://childcarefinder.wisconsin.gov/ProviderDetails?ProviderNumber=6000561096&LocationNumber=1
6000561176,1,LICENSED GROUP,68. WAUPACA,MARION DAY CARE INC,420432,1001 N Main St,NA,Marion,54950,"BETTIN, DINA",715-754-5473,09/17/1997,30,"0 Year(s), 0 Month(s), 6 Week(s)","12 Year(s), 11 Month(s), 0 Week(s)",06:30 AM-06:00 PM,Jan-Dec,Y,3 Stars,https://childcarefinder.wisconsin.gov/ProviderDetails?ProviderNumber=6000561176&LocationNumber=1
6000561346,1,LICENSED FAMILY,32. LA CROSSE,OLD SCHOOLHOUSE CHILD CARE,530693,N6051 Filler Ct,NA,Onalaska,54650,"SUMMERFELD, KELLY",608-792-2890,01/01/2003,8,"0 Year(s), 0 Month(s), 0 Week(s)","12 Year(s), 11 Month(s), 0 Week(s)",07:00 AM-05:00 PM,Jan-Dec,Y,Unknown,https://childcarefinder.wisconsin.gov/ProviderDetails?ProviderNumber=6000561346&LocationNumber=1
6000561446,1,LICENSED FAMILY,03. BARRON,BUZZING BEES DAY CARE,530968,711 Beach St,NA,Barron,54812-1817,"SEVERSON, RHONDA",715-637-9346,10/20/1997,8,"0 Year(s), 0 Month(s), 1 Week(s)","10 Year(s), 11 Month(s), 0 Week(s)",06:30 AM-04:30 PM,Jan-Dec,Y,Unknown,https://childcarefinder.wisconsin.gov/ProviderDetails?ProviderNumber=6000561446&LocationNumber=1
6000561616,1,LICENSED FAMILY,49. PORTAGE,TERI'S HOME CENTER,1002166,2809 Michigan Ave,NA,Stevens Point,54481,"MILLONIG, THERESA L",715-342-5614,02/29/2000,8,"0 Year(s), 0 Month(s), 6 Week(s)","12 Year(s), 11 Month(s), 0 Week(s)",06:30 AM-06:30 PM,Jan-Dec,Y,Unknown,https://childcarefinder.wisconsin.gov/ProviderDetails?ProviderNumber=6000561616&LocationNumber=1
6000561626,2,LICENSED GROUP,56. SAUK,BEAR-A-BOO DAYCARE LLC,1009816,106 Walnut St,NA,Baraboo,53913,"HILL, BROOKE",608-356-5583,10/31/2005,75,"0 Year(s), 0 Month(s), 2 Week(s)","11 Year(s), 11 Month(s), 0 Week(s)",06:30 AM-11:45 PM,Jan-Dec,Y,2 Stars,https://childcarefinder.wisconsin.gov/ProviderDetails?ProviderNumber=6000561626&LocationNumber=2
6000561656,2,LICENSED FAMILY,04. BAYFIELD,MS KRISSYS CHILD CARE CENTER,1015394,43620 Kavanaugh Rd,NA,Cable,54832,"JEROME, KRISTI",715-798-5222,06/17/2010,8,"0 Year(s), 0 Month(s), 6 Week(s)","11 Year(s), 11 Month(s), 0 Week(s)",07:30 AM-05:30 PM,Jan-Dec,Y,Unknown,https://childcarefinder.wisconsin.gov/ProviderDetails?ProviderNumber=6000561656&LocationNumber=2
6000562116,1,LICENSED FAMILY,48. POLK,TAMMY'S FAMILY DAY CARE,530654,1474 270th Ave,NA,Luck,54853,"ANDERSON, TAMMY",715-472-2868,10/28/2001,8,"0 Year(s), 0 Month(s), 6 Week(s)","12 Year(s), 11 Month(s), 0 Week(s)",05:15 AM-05:15 PM,Jan-Dec,Y,2 Stars,https://childcarefinder.wisconsin.gov/ProviderDetails?ProviderNumber=6000562116&LocationNumber=1
6000562386,1,LICENSED FAMILY,40. MILWAUKEE,BELINDA'S LEARNING & DEV CENTER,1003147,3053 N 48th St,NA,Milwaukee,53210,"BOYKIN-SMITH, BELINDA",414-444-0599,10/13/2002,8,"0 Year(s), 0 Month(s), 6 Week(s)","12 Year(s), 11 Month(s), 0 Week(s)",06:00 AM-11:00 PM,Jan-Dec,Y,2 Stars,https://childcarefinder.wisconsin.gov/ProviderDetails?ProviderNumber=6000562386&LocationNumber=1
6000562806,1,LICENSED GROUP,44. OUTAGAMIE,GOOD SHEPHERD CHILDREN'S CENTER,420066,958 Foote St,NA,Seymour,54165,"SCHMIDT, TINA",920-833-2838,12/08/2002,162,"0 Year(s), 0 Month(s), 6 Week(s)","10 Year(s), 11 Month(s), 0 Week(s)",06:00 AM-06:00 PM,Jan-Dec,Y,Unknown,https://childcarefinder.wisconsin.gov/ProviderDetails?ProviderNumber=6000562806&LocationNumber=1
6000562806,2,LICENSED GROUP,44. OUTAGAMIE,GOOD SHEPHERD SCH AGE PROGRAM,420645,330 W Hickory St,NA,Seymour,54165,"SCHMIDT, TINA",920-833-2838,08/24/1995,34,"5 Year(s), 0 Month(s), 0 Week(s)","12 Year(s), 11 Month(s), 0 Week(s)",06:00 AM-06:00 PM,Jan-Dec,-,3 Stars,https://childcarefinder.wisconsin.gov/ProviderDetails?ProviderNumber=6000562806&LocationNumber=2
6000563326,1,LICENSED GROUP,40. MILWAUKEE,ANGEL CARE,225885,5736 W Brown Deer Rd,NA,Brown Deer,53223,"FORBES, HILARY",414-371-9868,10/11/2002,27,"0 Year(s), 0 Month(s), 0 Week(s)","6 Year(s), 11 Month(s), 0 Week(s)",06:00 AM-06:00 PM,Jan-Dec,Y,3 Stars,https://childcarefinder.wisconsin.gov/ProviderDetails?ProviderNumber=6000563326&LocationNumber=1
6000563526,1,LICENSED FAMILY,40. MILWAUKEE,TRUE LOVE FAMILY CHILD CARE,231054,4563 N 49th St,NA,Milwaukee,53218,"BENTLEY, JENNIE",414-466-9688,10/15/2002,8,"0 Year(s), 0 Month(s), 2 Week(s)","11 Year(s), 11 Month(s), 0 Week(s)",06:00 AM-10:00 PM,Jan-Dec,Y,3 Stars,https://childcarefinder.wisconsin.gov/ProviderDetails?ProviderNumber=6000563526&LocationNumber=1
6000563706,1,LICENSED FAMILY,62. VERNON,LORI'S DAY CARE,531071,914 Main St,NA,De Soto,54624,"MCCULLICK, LORI",608-648-2621,09/01/2001,8,"0 Year(s), 0 Month(s), 6 Week(s)","12 Year(s), 11 Month(s), 0 Week(s)",06:00 AM-06:00 PM,Jan-Dec,Y,2 Stars,https://childcarefinder.wisconsin.gov/ProviderDetails?ProviderNumber=6000563706&LocationNumber=1
