Row ID,Geography ID,Name,Variable Code,Variable,Value,Variable Unit,Date,Location
19175_2001_CAINC1-1_annual,19175,Union,CAINC1-1,Personal income,283061,Thousands of dollars,12/31/2001,POINT (-94.245091 41.02855)
19175_2002_CAINC1-1_annual,19175,Union,CAINC1-1,Personal income,286671,Thousands of dollars,12/31/2002,POINT (-94.245091 41.02855)
19175_2003_CAINC1-1_annual,19175,Union,CAINC1-1,Personal income,280913,Thousands of dollars,12/31/2003,POINT (-94.245091 41.02855)
19175_2004_CAINC1-1_annual,19175,Union,CAINC1-1,Personal income,312714,Thousands of dollars,12/31/2004,POINT (-94.245091 41.02855)
19175_2005_CAINC1-1_annual,19175,Union,CAINC1-1,Personal income,319973,Thousands of dollars,12/31/2005,POINT (-94.245091 41.02855)
19175_2006_CAINC1-1_annual,19175,Union,CAINC1-1,Personal income,339775,Thousands of dollars,12/31/2006,POINT (-94.245091 41.02855)
19175_2007_CAINC1-1_annual,19175,Union,CAINC1-1,Personal income,356027,Thousands of dollars,12/31/2007,POINT (-94.245091 41.02855)
19175_2008_CAINC1-1_annual,19175,Union,CAINC1-1,Personal income,394444,Thousands of dollars,12/31/2008,POINT (-94.245091 41.02855)
19175_2009_CAINC1-1_annual,19175,Union,CAINC1-1,Personal income,394633,Thousands of dollars,12/31/2009,POINT (-94.245091 41.02855)
19175_2010_CAINC1-1_annual,19175,Union,CAINC1-1,Personal income,416029,Thousands of dollars,12/31/2010,POINT (-94.245091 41.02855)
19175_2011_CAINC1-1_annual,19175,Union,CAINC1-1,Personal income,448776,Thousands of dollars,12/31/2011,POINT (-94.245091 41.02855)
19175_2012_CAINC1-1_annual,19175,Union,CAINC1-1,Personal income,445545,Thousands of dollars,12/31/2012,POINT (-94.245091 41.02855)
19175_2013_CAINC1-1_annual,19175,Union,CAINC1-1,Personal income,457602,Thousands of dollars,12/31/2013,POINT (-94.245091 41.02855)
19175_2014_CAINC1-1_annual,19175,Union,CAINC1-1,Personal income,462192,Thousands of dollars,12/31/2014,POINT (-94.245091 41.02855)
19175_2015_CAINC1-1_annual,19175,Union,CAINC1-1,Personal income,455462,Thousands of dollars,12/31/2015,POINT (-94.245091 41.02855)
19175_2016_CAINC1-1_annual,19175,Union,CAINC1-1,Personal income,450193,Thousands of dollars,12/31/2016,POINT (-94.245091 41.02855)
19175_2017_CAINC1-1_annual,19175,Union,CAINC1-1,Personal income,474073,Thousands of dollars,12/31/2017,POINT (-94.245091 41.02855)
19175_2018_CAINC1-1_annual,19175,Union,CAINC1-1,Personal income,496338,Thousands of dollars,12/31/2018,POINT (-94.245091 41.02855)
19175_2019_CAINC1-1_annual,19175,Union,CAINC1-1,Personal income,501012,Thousands of dollars,12/31/2019,POINT (-94.245091 41.02855)
19175_2020_CAINC1-1_annual,19175,Union,CAINC1-1,Personal income,526856,Thousands of dollars,12/31/2020,POINT (-94.245091 41.02855)
19175_2021_CAINC1-1_annual,19175,Union,CAINC1-1,Personal income,591916,Thousands of dollars,12/31/2021,POINT (-94.245091 41.02855)
19175_2022_CAINC1-1_annual,19175,Union,CAINC1-1,Personal income,594749,Thousands of dollars,12/31/2022,POINT (-94.245091 41.02855)
19177_1997_CAINC1-1_annual,19177,Van Buren,CAINC1-1,Personal income,152212,Thousands of dollars,12/31/1997,POINT (-91.952943 40.754117)
19177_1998_CAINC1-1_annual,19177,Van Buren,CAINC1-1,Personal income,150062,Thousands of dollars,12/31/1998,POINT (-91.952943 40.754117)
19177_1999_CAINC1-1_annual,19177,Van Buren,CAINC1-1,Personal income,145495,Thousands of dollars,12/31/1999,POINT (-91.952943 40.754117)
19177_2000_CAINC1-1_annual,19177,Van Buren,CAINC1-1,Personal income,161048,Thousands of dollars,12/31/2000,POINT (-91.952943 40.754117)
19177_2001_CAINC1-1_annual,19177,Van Buren,CAINC1-1,Personal income,161115,Thousands of dollars,12/31/2001,POINT (-91.952943 40.754117)
19177_2002_CAINC1-1_annual,19177,Van Buren,CAINC1-1,Personal income,168490,Thousands of dollars,12/31/2002,POINT (-91.952943 40.754117)
19177_2003_CAINC1-1_annual,19177,Van Buren,CAINC1-1,Personal income,178713,Thousands of dollars,12/31/2003,POINT (-91.952943 40.754117)
19177_2004_CAINC1-1_annual,19177,Van Buren,CAINC1-1,Personal income,192639,Thousands of dollars,12/31/2004,POINT (-91.952943 40.754117)
19177_2005_CAINC1-1_annual,19177,Van Buren,CAINC1-1,Personal income,188039,Thousands of dollars,12/31/2005,POINT (-91.952943 40.754117)
19177_2006_CAINC1-1_annual,19177,Van Buren,CAINC1-1,Personal income,195040,Thousands of dollars,12/31/2006,POINT (-91.952943 40.754117)
19177_2007_CAINC1-1_annual,19177,Van Buren,CAINC1-1,Personal income,207565,Thousands of dollars,12/31/2007,POINT (-91.952943 40.754117)
19177_2008_CAINC1-1_annual,19177,Van Buren,CAINC1-1,Personal income,223881,Thousands of dollars,12/31/2008,POINT (-91.952943 40.754117)
19177_2009_CAINC1-1_annual,19177,Van Buren,CAINC1-1,Personal income,225613,Thousands of dollars,12/31/2009,POINT (-91.952943 40.754117)
19177_2010_CAINC1-1_annual,19177,Van Buren,CAINC1-1,Personal income,226473,Thousands of dollars,12/31/2010,POINT (-91.952943 40.754117)
19177_2011_CAINC1-1_annual,19177,Van Buren,CAINC1-1,Personal income,240210,Thousands of dollars,12/31/2011,POINT (-91.952943 40.754117)
19177_2012_CAINC1-1_annual,19177,Van Buren,CAINC1-1,Personal income,253435,Thousands of dollars,12/31/2012,POINT (-91.952943 40.754117)
19177_2013_CAINC1-1_annual,19177,Van Buren,CAINC1-1,Personal income,262997,Thousands of dollars,12/31/2013,POINT (-91.952943 40.754117)
19177_2014_CAINC1-1_annual,19177,Van Buren,CAINC1-1,Personal income,263244,Thousands of dollars,12/31/2014,POINT (-91.952943 40.754117)
19177_2015_CAINC1-1_annual,19177,Van Buren,CAINC1-1,Personal income,258343,Thousands of dollars,12/31/2015,POINT (-91.952943 40.754117)
19177_2016_CAINC1-1_annual,19177,Van Buren,CAINC1-1,Personal income,261947,Thousands of dollars,12/31/2016,POINT (-91.952943 40.754117)
19177_2017_CAINC1-1_annual,19177,Van Buren,CAINC1-1,Personal income,272104,Thousands of dollars,12/31/2017,POINT (-91.952943 40.754117)
19177_2018_CAINC1-1_annual,19177,Van Buren,CAINC1-1,Personal income,282030,Thousands of dollars,12/31/2018,POINT (-91.952943 40.754117)
19177_2019_CAINC1-1_annual,19177,Van Buren,CAINC1-1,Personal income,287279,Thousands of dollars,12/31/2019,POINT (-91.952943 40.754117)
19177_2020_CAINC1-1_annual,19177,Van Buren,CAINC1-1,Personal income,296775,Thousands of dollars,12/31/2020,POINT (-91.952943 40.754117)
19177_2021_CAINC1-1_annual,19177,Van Buren,CAINC1-1,Personal income,342479,Thousands of dollars,12/31/2021,POINT (-91.952943 40.754117)
19177_2022_CAINC1-1_annual,19177,Van Buren,CAINC1-1,Personal income,348256,Thousands of dollars,12/31/2022,POINT (-91.952943 40.754117)
19179_1997_CAINC1-1_annual,19179,Wapello,CAINC1-1,Personal income,721028,Thousands of dollars,12/31/1997,POINT (-92.409482 41.031263)
19179_1998_CAINC1-1_annual,19179,Wapello,CAINC1-1,Personal income,745098,Thousands of dollars,12/31/1998,POINT (-92.409482 41.031263)
19179_1999_CAINC1-1_annual,19179,Wapello,CAINC1-1,Personal income,749064,Thousands of dollars,12/31/1999,POINT (-92.409482 41.031263)
19179_2000_CAINC1-1_annual,19179,Wapello,CAINC1-1,Personal income,796258,Thousands of dollars,12/31/2000,POINT (-92.409482 41.031263)
19179_2001_CAINC1-1_annual,19179,Wapello,CAINC1-1,Personal income,835959,Thousands of dollars,12/31/2001,POINT (-92.409482 41.031263)
19179_2002_CAINC1-1_annual,19179,Wapello,CAINC1-1,Personal income,863344,Thousands of dollars,12/31/2002,POINT (-92.409482 41.031263)
19179_2003_CAINC1-1_annual,19179,Wapello,CAINC1-1,Personal income,877169,Thousands of dollars,12/31/2003,POINT (-92.409482 41.031263)
19179_2004_CAINC1-1_annual,19179,Wapello,CAINC1-1,Personal income,934516,Thousands of dollars,12/31/2004,POINT (-92.409482 41.031263)
19179_2005_CAINC1-1_annual,19179,Wapello,CAINC1-1,Personal income,953626,Thousands of dollars,12/31/2005,POINT (-92.409482 41.031263)
19179_2006_CAINC1-1_annual,19179,Wapello,CAINC1-1,Personal income,1002673,Thousands of dollars,12/31/2006,POINT (-92.409482 41.031263)
19179_2007_CAINC1-1_annual,19179,Wapello,CAINC1-1,Personal income,1058795,Thousands of dollars,12/31/2007,POINT (-92.409482 41.031263)
19179_2008_CAINC1-1_annual,19179,Wapello,CAINC1-1,Personal income,1131641,Thousands of dollars,12/31/2008,POINT (-92.409482 41.031263)
19179_2009_CAINC1-1_annual,19179,Wapello,CAINC1-1,Personal income,1106527,Thousands of dollars,12/31/2009,POINT (-92.409482 41.031263)
19179_2010_CAINC1-1_annual,19179,Wapello,CAINC1-1,Personal income,1104952,Thousands of dollars,12/31/2010,POINT (-92.409482 41.031263)
19179_2011_CAINC1-1_annual,19179,Wapello,CAINC1-1,Personal income,1135256,Thousands of dollars,12/31/2011,POINT (-92.409482 41.031263)
19179_2012_CAINC1-1_annual,19179,Wapello,CAINC1-1,Personal income,1166918,Thousands of dollars,12/31/2012,POINT (-92.409482 41.031263)
19179_2013_CAINC1-1_annual,19179,Wapello,CAINC1-1,Personal income,1178930,Thousands of dollars,12/31/2013,POINT (-92.409482 41.031263)
19179_2014_CAINC1-1_annual,19179,Wapello,CAINC1-1,Personal income,1197121,Thousands of dollars,12/31/2014,POINT (-92.409482 41.031263)
19179_2015_CAINC1-1_annual,19179,Wapello,CAINC1-1,Personal income,1242877,Thousands of dollars,12/31/2015,POINT (-92.409482 41.031263)
19179_2016_CAINC1-1_annual,19179,Wapello,CAINC1-1,Personal income,1264922,Thousands of dollars,12/31/2016,POINT (-92.409482 41.031263)
19179_2017_CAINC1-1_annual,19179,Wapello,CAINC1-1,Personal income,1323055,Thousands of dollars,12/31/2017,POINT (-92.409482 41.031263)
19179_2018_CAINC1-1_annual,19179,Wapello,CAINC1-1,Personal income,1356372,Thousands of dollars,12/31/2018,POINT (-92.409482 41.031263)
19179_2019_CAINC1-1_annual,19179,Wapello,CAINC1-1,Personal income,1380753,Thousands of dollars,12/31/2019,POINT (-92.409482 41.031263)
19179_2020_CAINC1-1_annual,19179,Wapello,CAINC1-1,Personal income,1501128,Thousands of dollars,12/31/2020,POINT (-92.409482 41.031263)
19179_2021_CAINC1-1_annual,19179,Wapello,CAINC1-1,Personal income,1595141,Thousands of dollars,12/31/2021,POINT (-92.409482 41.031263)
19179_2022_CAINC1-1_annual,19179,Wapello,CAINC1-1,Personal income,1604810,Thousands of dollars,12/31/2022,POINT (-92.409482 41.031263)
19181_1997_CAINC1-1_annual,19181,Warren,CAINC1-1,Personal income,919795,Thousands of dollars,12/31/1997,POINT (-93.568751 41.332446)
19181_1998_CAINC1-1_annual,19181,Warren,CAINC1-1,Personal income,956219,Thousands of dollars,12/31/1998,POINT (-93.568751 41.332446)
19181_1999_CAINC1-1_annual,19181,Warren,CAINC1-1,Personal income,1006276,Thousands of dollars,12/31/1999,POINT (-93.568751 41.332446)
19181_2000_CAINC1-1_annual,19181,Warren,CAINC1-1,Personal income,1071308,Thousands of dollars,12/31/2000,POINT (-93.568751 41.332446)
19181_2001_CAINC1-1_annual,19181,Warren,CAINC1-1,Personal income,1133305,Thousands of dollars,12/31/2001,POINT (-93.568751 41.332446)
19181_2002_CAINC1-1_annual,19181,Warren,CAINC1-1,Personal income,1177140,Thousands of dollars,12/31/2002,POINT (-93.568751 41.332446)
19181_2003_CAINC1-1_annual,19181,Warren,CAINC1-1,Personal income,1213466,Thousands of dollars,12/31/2003,POINT (-93.568751 41.332446)
19181_2004_CAINC1-1_annual,19181,Warren,CAINC1-1,Personal income,1341034,Thousands of dollars,12/31/2004,POINT (-93.568751 41.332446)
19181_2005_CAINC1-1_annual,19181,Warren,CAINC1-1,Personal income,1405713,Thousands of dollars,12/31/2005,POINT (-93.568751 41.332446)
19181_2006_CAINC1-1_annual,19181,Warren,CAINC1-1,Personal income,1511070,Thousands of dollars,12/31/2006,POINT (-93.568751 41.332446)
19181_2007_CAINC1-1_annual,19181,Warren,CAINC1-1,Personal income,1604594,Thousands of dollars,12/31/2007,POINT (-93.568751 41.332446)
19181_2008_CAINC1-1_annual,19181,Warren,CAINC1-1,Personal income,1739248,Thousands of dollars,12/31/2008,POINT (-93.568751 41.332446)
19181_2009_CAINC1-1_annual,19181,Warren,CAINC1-1,Personal income,1730887,Thousands of dollars,12/31/2009,POINT (-93.568751 41.332446)
19181_2010_CAINC1-1_annual,19181,Warren,CAINC1-1,Personal income,1764528,Thousands of dollars,12/31/2010,POINT (-93.568751 41.332446)
19181_2011_CAINC1-1_annual,19181,Warren,CAINC1-1,Personal income,1868455,Thousands of dollars,12/31/2011,POINT (-93.568751 41.332446)
19181_2012_CAINC1-1_annual,19181,Warren,CAINC1-1,Personal income,1952692,Thousands of dollars,12/31/2012,POINT (-93.568751 41.332446)
19181_2013_CAINC1-1_annual,19181,Warren,CAINC1-1,Personal income,1994173,Thousands of dollars,12/31/2013,POINT (-93.568751 41.332446)
19181_2014_CAINC1-1_annual,19181,Warren,CAINC1-1,Personal income,2081770,Thousands of dollars,12/31/2014,POINT (-93.568751 41.332446)
19181_2015_CAINC1-1_annual,19181,Warren,CAINC1-1,Personal income,2180052,Thousands of dollars,12/31/2015,POINT (-93.568751 41.332446)
19181_2016_CAINC1-1_annual,19181,Warren,CAINC1-1,Personal income,2343031,Thousands of dollars,12/31/2016,POINT (-93.568751 41.332446)
19181_2017_CAINC1-1_annual,19181,Warren,CAINC1-1,Personal income,2457024,Thousands of dollars,12/31/2017,POINT (-93.568751 41.332446)
19181_2018_CAINC1-1_annual,19181,Warren,CAINC1-1,Personal income,2549933,Thousands of dollars,12/31/2018,POINT (-93.568751 41.332446)
19181_2019_CAINC1-1_annual,19181,Warren,CAINC1-1,Personal income,2676070,Thousands of dollars,12/31/2019,POINT (-93.568751 41.332446)
19181_2020_CAINC1-1_annual,19181,Warren,CAINC1-1,Personal income,2870242,Thousands of dollars,12/31/2020,POINT (-93.568751 41.332446)
19181_2021_CAINC1-1_annual,19181,Warren,CAINC1-1,Personal income,3176942,Thousands of dollars,12/31/2021,POINT (-93.568751 41.332446)
19183_1997_CAINC1-1_annual,19183,Washington,CAINC1-1,Personal income,533569,Thousands of dollars,12/31/1997,POINT (-91.725052 41.329401)
19183_1998_CAINC1-1_annual,19183,Washington,CAINC1-1,Personal income,524942,Thousands of dollars,12/31/1998,POINT (-91.725052 41.329401)
19183_1999_CAINC1-1_annual,19183,Washington,CAINC1-1,Personal income,521718,Thousands of dollars,12/31/1999,POINT (-91.725052 41.329401)
19183_2000_CAINC1-1_annual,19183,Washington,CAINC1-1,Personal income,584338,Thousands of dollars,12/31/2000,POINT (-91.725052 41.329401)
19183_2001_CAINC1-1_annual,19183,Washington,CAINC1-1,Personal income,602428,Thousands of dollars,12/31/2001,POINT (-91.725052 41.329401)
19183_2002_CAINC1-1_annual,19183,Washington,CAINC1-1,Personal income,611387,Thousands of dollars,12/31/2002,POINT (-91.725052 41.329401)
19183_2003_CAINC1-1_annual,19183,Washington,CAINC1-1,Personal income,622554,Thousands of dollars,12/31/2003,POINT (-91.725052 41.329401)
19183_2004_CAINC1-1_annual,19183,Washington,CAINC1-1,Personal income,671441,Thousands of dollars,12/31/2004,POINT (-91.725052 41.329401)
19183_2005_CAINC1-1_annual,19183,Washington,CAINC1-1,Personal income,680637,Thousands of dollars,12/31/2005,POINT (-91.725052 41.329401)
19183_2006_CAINC1-1_annual,19183,Washington,CAINC1-1,Personal income,728600,Thousands of dollars,12/31/2006,POINT (-91.725052 41.329401)
19183_2007_CAINC1-1_annual,19183,Washington,CAINC1-1,Personal income,761244,Thousands of dollars,12/31/2007,POINT (-91.725052 41.329401)
19183_2008_CAINC1-1_annual,19183,Washington,CAINC1-1,Personal income,829062,Thousands of dollars,12/31/2008,POINT (-91.725052 41.329401)
19183_2009_CAINC1-1_annual,19183,Washington,CAINC1-1,Personal income,800844,Thousands of dollars,12/31/2009,POINT (-91.725052 41.329401)
19183_2010_CAINC1-1_annual,19183,Washington,CAINC1-1,Personal income,850030,Thousands of dollars,12/31/2010,POINT (-91.725052 41.329401)
19183_2011_CAINC1-1_annual,19183,Washington,CAINC1-1,Personal income,956157,Thousands of dollars,12/31/2011,POINT (-91.725052 41.329401)
19183_2012_CAINC1-1_annual,19183,Washington,CAINC1-1,Personal income,1002103,Thousands of dollars,12/31/2012,POINT (-91.725052 41.329401)
19183_2013_CAINC1-1_annual,19183,Washington,CAINC1-1,Personal income,1094033,Thousands of dollars,12/31/2013,POINT (-91.725052 41.329401)
19183_2014_CAINC1-1_annual,19183,Washington,CAINC1-1,Personal income,1155123,Thousands of dollars,12/31/2014,POINT (-91.725052 41.329401)
19183_2015_CAINC1-1_annual,19183,Washington,CAINC1-1,Personal income,1122021,Thousands of dollars,12/31/2015,POINT (-91.725052 41.329401)
19183_2016_CAINC1-1_annual,19183,Washington,CAINC1-1,Personal income,1101742,Thousands of dollars,12/31/2016,POINT (-91.725052 41.329401)
19183_2017_CAINC1-1_annual,19183,Washington,CAINC1-1,Personal income,1198322,Thousands of dollars,12/31/2017,POINT (-91.725052 41.329401)
19183_2018_CAINC1-1_annual,19183,Washington,CAINC1-1,Personal income,1262176,Thousands of dollars,12/31/2018,POINT (-91.725052 41.329401)
19183_2019_CAINC1-1_annual,19183,Washington,CAINC1-1,Personal income,1325912,Thousands of dollars,12/31/2019,POINT (-91.725052 41.329401)
19183_2020_CAINC1-1_annual,19183,Washington,CAINC1-1,Personal income,1322067,Thousands of dollars,12/31/2020,POINT (-91.725052 41.329401)
19183_2021_CAINC1-1_annual,19183,Washington,CAINC1-1,Personal income,1604354,Thousands of dollars,12/31/2021,POINT (-91.725052 41.329401)
19183_2022_CAINC1-1_annual,19183,Washington,CAINC1-1,Personal income,1781497,Thousands of dollars,12/31/2022,POINT (-91.725052 41.329401)
19185_1997_CAINC1-1_annual,19185,Wayne,CAINC1-1,Personal income,129403,Thousands of dollars,12/31/1997,POINT (-93.332613 40.739983)
19185_1998_CAINC1-1_annual,19185,Wayne,CAINC1-1,Personal income,127681,Thousands of dollars,12/31/1998,POINT (-93.332613 40.739983)
19185_1999_CAINC1-1_annual,19185,Wayne,CAINC1-1,Personal income,129113,Thousands of dollars,12/31/1999,POINT (-93.332613 40.739983)
19185_2000_CAINC1-1_annual,19185,Wayne,CAINC1-1,Personal income,144104,Thousands of dollars,12/31/2000,POINT (-93.332613 40.739983)
19185_2001_CAINC1-1_annual,19185,Wayne,CAINC1-1,Personal income,141319,Thousands of dollars,12/31/2001,POINT (-93.332613 40.739983)
19185_2002_CAINC1-1_annual,19185,Wayne,CAINC1-1,Personal income,150885,Thousands of dollars,12/31/2002,POINT (-93.332613 40.739983)
19185_2003_CAINC1-1_annual,19185,Wayne,CAINC1-1,Personal income,149116,Thousands of dollars,12/31/2003,POINT (-93.332613 40.739983)
19185_2004_CAINC1-1_annual,19185,Wayne,CAINC1-1,Personal income,165850,Thousands of dollars,12/31/2004,POINT (-93.332613 40.739983)
19185_2005_CAINC1-1_annual,19185,Wayne,CAINC1-1,Personal income,162863,Thousands of dollars,12/31/2005,POINT (-93.332613 40.739983)
19185_2006_CAINC1-1_annual,19185,Wayne,CAINC1-1,Personal income,161161,Thousands of dollars,12/31/2006,POINT (-93.332613 40.739983)
19185_2007_CAINC1-1_annual,19185,Wayne,CAINC1-1,Personal income,172790,Thousands of dollars,12/31/2007,POINT (-93.332613 40.739983)
19185_2008_CAINC1-1_annual,19185,Wayne,CAINC1-1,Personal income,192493,Thousands of dollars,12/31/2008,POINT (-93.332613 40.739983)
19185_2009_CAINC1-1_annual,19185,Wayne,CAINC1-1,Personal income,198965,Thousands of dollars,12/31/2009,POINT (-93.332613 40.739983)
19185_2010_CAINC1-1_annual,19185,Wayne,CAINC1-1,Personal income,199383,Thousands of dollars,12/31/2010,POINT (-93.332613 40.739983)
19185_2011_CAINC1-1_annual,19185,Wayne,CAINC1-1,Personal income,228800,Thousands of dollars,12/31/2011,POINT (-93.332613 40.739983)
19185_2012_CAINC1-1_annual,19185,Wayne,CAINC1-1,Personal income,222137,Thousands of dollars,12/31/2012,POINT (-93.332613 40.739983)
19185_2013_CAINC1-1_annual,19185,Wayne,CAINC1-1,Personal income,234047,Thousands of dollars,12/31/2013,POINT (-93.332613 40.739983)
19185_2014_CAINC1-1_annual,19185,Wayne,CAINC1-1,Personal income,221480,Thousands of dollars,12/31/2014,POINT (-93.332613 40.739983)
19185_2015_CAINC1-1_annual,19185,Wayne,CAINC1-1,Personal income,230784,Thousands of dollars,12/31/2015,POINT (-93.332613 40.739983)
19185_2016_CAINC1-1_annual,19185,Wayne,CAINC1-1,Personal income,229852,Thousands of dollars,12/31/2016,POINT (-93.332613 40.739983)
19185_2017_CAINC1-1_annual,19185,Wayne,CAINC1-1,Personal income,251900,Thousands of dollars,12/31/2017,POINT (-93.332613 40.739983)
19185_2018_CAINC1-1_annual,19185,Wayne,CAINC1-1,Personal income,269031,Thousands of dollars,12/31/2018,POINT (-93.332613 40.739983)
19185_2019_CAINC1-1_annual,19185,Wayne,CAINC1-1,Personal income,272017,Thousands of dollars,12/31/2019,POINT (-93.332613 40.739983)
19185_2020_CAINC1-1_annual,19185,Wayne,CAINC1-1,Personal income,288603,Thousands of dollars,12/31/2020,POINT (-93.332613 40.739983)
19185_2021_CAINC1-1_annual,19185,Wayne,CAINC1-1,Personal income,340888,Thousands of dollars,12/31/2021,POINT (-93.332613 40.739983)
19185_2022_CAINC1-1_annual,19185,Wayne,CAINC1-1,Personal income,343753,Thousands of dollars,12/31/2022,POINT (-93.332613 40.739983)
19187_1997_CAINC1-1_annual,19187,Webster,CAINC1-1,Personal income,890176,Thousands of dollars,12/31/1997,POINT (-94.175831 42.433579)
19187_1998_CAINC1-1_annual,19187,Webster,CAINC1-1,Personal income,918452,Thousands of dollars,12/31/1998,POINT (-94.175831 42.433579)
19187_1999_CAINC1-1_annual,19187,Webster,CAINC1-1,Personal income,951205,Thousands of dollars,12/31/1999,POINT (-94.175831 42.433579)
19187_2000_CAINC1-1_annual,19187,Webster,CAINC1-1,Personal income,1002826,Thousands of dollars,12/31/2000,POINT (-94.175831 42.433579)
19187_2001_CAINC1-1_annual,19187,Webster,CAINC1-1,Personal income,1036363,Thousands of dollars,12/31/2001,POINT (-94.175831 42.433579)
19187_2002_CAINC1-1_annual,19187,Webster,CAINC1-1,Personal income,1079428,Thousands of dollars,12/31/2002,POINT (-94.175831 42.433579)
19187_2003_CAINC1-1_annual,19187,Webster,CAINC1-1,Personal income,1075095,Thousands of dollars,12/31/2003,POINT (-94.175831 42.433579)
19187_2004_CAINC1-1_annual,19187,Webster,CAINC1-1,Personal income,1114173,Thousands of dollars,12/31/2004,POINT (-94.175831 42.433579)
19187_2005_CAINC1-1_annual,19187,Webster,CAINC1-1,Personal income,1121966,Thousands of dollars,12/31/2005,POINT (-94.175831 42.433579)
19187_2006_CAINC1-1_annual,19187,Webster,CAINC1-1,Personal income,1221791,Thousands of dollars,12/31/2006,POINT (-94.175831 42.433579)
19187_2007_CAINC1-1_annual,19187,Webster,CAINC1-1,Personal income,1303792,Thousands of dollars,12/31/2007,POINT (-94.175831 42.433579)
19187_2008_CAINC1-1_annual,19187,Webster,CAINC1-1,Personal income,1388974,Thousands of dollars,12/31/2008,POINT (-94.175831 42.433579)
19187_2009_CAINC1-1_annual,19187,Webster,CAINC1-1,Personal income,1304962,Thousands of dollars,12/31/2009,POINT (-94.175831 42.433579)
19187_2010_CAINC1-1_annual,19187,Webster,CAINC1-1,Personal income,1303480,Thousands of dollars,12/31/2010,POINT (-94.175831 42.433579)
19187_2012_CAINC1-1_annual,19187,Webster,CAINC1-1,Personal income,1461837,Thousands of dollars,12/31/2012,POINT (-94.175831 42.433579)
19187_2013_CAINC1-1_annual,19187,Webster,CAINC1-1,Personal income,1526106,Thousands of dollars,12/31/2013,POINT (-94.175831 42.433579)
19187_2014_CAINC1-1_annual,19187,Webster,CAINC1-1,Personal income,1554386,Thousands of dollars,12/31/2014,POINT (-94.175831 42.433579)
19187_2015_CAINC1-1_annual,19187,Webster,CAINC1-1,Personal income,1572458,Thousands of dollars,12/31/2015,POINT (-94.175831 42.433579)
19187_2016_CAINC1-1_annual,19187,Webster,CAINC1-1,Personal income,1602599,Thousands of dollars,12/31/2016,POINT (-94.175831 42.433579)
19187_2017_CAINC1-1_annual,19187,Webster,CAINC1-1,Personal income,1564845,Thousands of dollars,12/31/2017,POINT (-94.175831 42.433579)
19187_2018_CAINC1-1_annual,19187,Webster,CAINC1-1,Personal income,1619731,Thousands of dollars,12/31/2018,POINT (-94.175831 42.433579)
19187_2019_CAINC1-1_annual,19187,Webster,CAINC1-1,Personal income,1666405,Thousands of dollars,12/31/2019,POINT (-94.175831 42.433579)
19187_2020_CAINC1-1_annual,19187,Webster,CAINC1-1,Personal income,1722390,Thousands of dollars,12/31/2020,POINT (-94.175831 42.433579)
19187_2021_CAINC1-1_annual,19187,Webster,CAINC1-1,Personal income,1911213,Thousands of dollars,12/31/2021,POINT (-94.175831 42.433579)
19187_2022_CAINC1-1_annual,19187,Webster,CAINC1-1,Personal income,1959778,Thousands of dollars,12/31/2022,POINT (-94.175831 42.433579)
19189_1997_CAINC1-1_annual,19189,Winnebago,CAINC1-1,Personal income,258031,Thousands of dollars,12/31/1997,POINT (-93.743488 43.378124)
19189_1998_CAINC1-1_annual,19189,Winnebago,CAINC1-1,Personal income,266596,Thousands of dollars,12/31/1998,POINT (-93.743488 43.378124)
19189_1999_CAINC1-1_annual,19189,Winnebago,CAINC1-1,Personal income,252495,Thousands of dollars,12/31/1999,POINT (-93.743488 43.378124)
19189_2000_CAINC1-1_annual,19189,Winnebago,CAINC1-1,Personal income,266622,Thousands of dollars,12/31/2000,POINT (-93.743488 43.378124)
19189_2001_CAINC1-1_annual,19189,Winnebago,CAINC1-1,Personal income,265767,Thousands of dollars,12/31/2001,POINT (-93.743488 43.378124)
19189_2002_CAINC1-1_annual,19189,Winnebago,CAINC1-1,Personal income,271600,Thousands of dollars,12/31/2002,POINT (-93.743488 43.378124)
19189_2003_CAINC1-1_annual,19189,Winnebago,CAINC1-1,Personal income,274926,Thousands of dollars,12/31/2003,POINT (-93.743488 43.378124)
19189_2004_CAINC1-1_annual,19189,Winnebago,CAINC1-1,Personal income,306188,Thousands of dollars,12/31/2004,POINT (-93.743488 43.378124)
19189_2005_CAINC1-1_annual,19189,Winnebago,CAINC1-1,Personal income,302551,Thousands of dollars,12/31/2005,POINT (-93.743488 43.378124)
19189_2006_CAINC1-1_annual,19189,Winnebago,CAINC1-1,Personal income,317276,Thousands of dollars,12/31/2006,POINT (-93.743488 43.378124)
19189_2007_CAINC1-1_annual,19189,Winnebago,CAINC1-1,Personal income,354542,Thousands of dollars,12/31/2007,POINT (-93.743488 43.378124)
19189_2008_CAINC1-1_annual,19189,Winnebago,CAINC1-1,Personal income,372505,Thousands of dollars,12/31/2008,POINT (-93.743488 43.378124)
19189_2009_CAINC1-1_annual,19189,Winnebago,CAINC1-1,Personal income,352761,Thousands of dollars,12/31/2009,POINT (-93.743488 43.378124)
19189_2010_CAINC1-1_annual,19189,Winnebago,CAINC1-1,Personal income,383813,Thousands of dollars,12/31/2010,POINT (-93.743488 43.378124)
19189_2011_CAINC1-1_annual,19189,Winnebago,CAINC1-1,Personal income,412407,Thousands of dollars,12/31/2011,POINT (-93.743488 43.378124)
